Name,Nation,Club,Position,Age,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Cris Salvador,Spain,Elche CF,CM,28,66,59,62,63,65,58
Lars-Jørgen Salvesen,Norway,Viking FK,ST,27,66,65,52,58,38,66
Tobias Sana,Sweden,BK Häcken,LW,34,66,63,62,69,32,63
Alvyn Sanches,Switzerland,Lausanne-Sport,CM,20,66,55,62,73,60,63
Erwin Junior Sánchez,Bolivia,O. Petrolero,CAM,31,66,65,63,66,47,67
Diego Sánchez,Spain,R. Sporting,LB,20,66,37,54,61,61,37
Simon Sandberg,Sweden,BK Häcken,RB,29,66,43,59,57,62,41
Marco Sangalli,Spain,R. Racing Club,RM,31,66,69,66,65,53,65
Pedro Amador,Portugal,Moreirense FC,LB,24,66,46,62,62,62,37
Vinko Sapina,Germany,Rot-Weiss Essen,CM,28,66,45,59,63,63,41
CJ Sapong,United States,Toronto FC,ST,34,66,65,58,64,40,68
Marco Saravia,Peru,Universitario,CB,24,66,44,43,38,67,53
Killian Sardella,Belgium,RSC Anderlecht,RB,21,66,37,65,70,61,32
Mamadou Sarr,France,OL,CB,18,66,30,51,51,66,21
Gökhan Sazdağı,Turkey,Kayserispor,LM,29,66,64,62,68,53,63
Liam Scales,Republic of Ireland,Celtic,CB,25,66,54,60,61,63,49
Raphael Schifferl,Austria,Unterhaching,CB,24,66,31,47,39,65,20
Patrick Schmidt,Germany,Saarbrücken,ST,30,66,66,43,55,28,69
Augusto Schott,Argentina,Newell's,RB,23,66,45,56,65,59,42
Tobias Schröck,Germany,FC Ingolstadt 04,CB,30,66,63,58,58,65,53
Morris Schröter,Germany,1860 München,RM,28,66,56,60,63,60,57
Luca Schuler,Germany,1. FC Magdeburg,ST,24,66,65,45,63,33,68
Michael Schultz,Germany,Viktoria Köln,CB,30,66,26,44,52,65,23
Markus Schwabl,Germany,Unterhaching,RB,33,66,41,58,56,60,35
Petr Schwarz,Czech Republic,Śląsk Wrocław,CM,31,66,63,67,62,60,61
Iker Seguín,Spain,SD Amorebieta,LB,34,66,57,67,64,60,59
Matthias Seidl,Austria,SK Rapid Wien,CAM,22,66,66,64,67,36,69
Václav Sejk,Czech Republic,Sparta Praha,ST,21,66,61,45,62,26,65
Seo Young Jae,Korea Republic,Daejeon Citizen,LWB,28,66,33,53,61,62,31
Cemali Sertel,Turkey,Başakşehir,LB,23,66,38,59,65,63,30
Nicolás Servetto,Argentina,Platense,ST,27,66,68,49,65,28,70
Yoan Severin,France,Servette FC,CB,26,66,27,48,44,65,24
Jacob Shaffelburg,Canada,Nashville SC,LM,23,66,60,60,65,52,60
Liam Shaw,England,Wigan Athletic,CM,22,66,57,61,67,60,52
Jordan Shipley,Republic of Ireland,Shrewsbury,LWB,26,66,63,66,66,59,63
Nicklas Shipnoski,Germany,Arminia Bielefeld,RM,25,66,60,58,69,26,61
Ilya Shkurin,Belarus,Stal Mielec,ST,24,66,62,60,64,34,65
Raz Shlomo,Israel,OH Leuven,CB,24,66,31,44,38,69,25
Armindo Sieb,Germany,Fürth,ST,20,66,64,54,73,26,67
Nicholas Siega,Italy,Südtirol,CM,32,66,58,67,73,62,58
Rúnar Már Sigurjónsson,Iceland,FC Voluntari,CM,33,66,68,68,67,49,66
Denis Simani,Albania,FC Luzern,CB,31,66,55,51,44,64,56
Scott Sinclair,England,Bristol Rovers,RW,34,66,63,62,68,41,61
José Luis Sinisterra,Colombia,Blooming,LM,25,66,62,55,72,29,64
Olaus Jair Skarsem,Norway,Rosenborg BK,CM,25,66,56,63,70,56,55
Ari Skúlason,Iceland,IFK Norrköping,CDM,36,66,58,66,64,62,51
Naatan Skyttä,Finland,Toulouse FC,CAM,21,66,53,65,72,43,58
Korey Smith,England,Derby County,CDM,32,66,53,62,64,63,53
Sam Smith,England,Reading,ST,25,66,65,57,62,29,65
Kyle Smith,United States,Orlando City,RB,31,66,26,50,58,66,22
Franco Soldano,Argentina,Gimnasia,ST,29,66,62,54,57,44,58
Edoardo Soleri,Italy,Palermo,ST,25,66,63,49,70,33,61
Matteo Solini,Italy,Como,CB,30,66,36,42,41,67,30
Adam Sørensen,Denmark,FK Bodø/Glimt,LB,22,66,45,61,67,55,44
Joaquín Sosa,Uruguay,Dinamo Zagreb,CB,21,66,37,60,64,70,32
Sambou Soumano,Senegal,Quevilly Rouen,ST,22,66,66,50,70,25,72
Lucas Souto,Argentina,Huracán,RB,24,66,30,48,64,63,25
Gianni Stensness,Australia,Viking FK,CB,24,66,41,53,56,64,37
Patryk Stępiński,Poland,Widzew Łódź,RB,28,66,33,54,55,65,32
Basil Stillhart,Switzerland,FC Winterthur,CB,29,66,59,66,62,64,61
Finn Stokkers,Holland,Go Ahead Eagles,ST,27,66,66,44,63,29,69
Petter Strand,Norway,Vålerenga Fotball,CM,29,66,60,63,65,63,55
John-Patrick Strauß,Philippines,Hansa Rostock,RWB,27,66,52,59,64,59,53
Jared Stroud,United States,St. Louis CITY SC,LM,27,66,56,63,63,55,59
Nikola Štulić,Serbia,Sp. Charleroi,ST,22,66,71,48,58,25,72
Yeison Suárez,Colombia,Dep. Pereira,CB,26,66,40,58,55,69,45
Anssi Suhonen,Finland,Hamburger SV,CAM,22,66,57,61,72,38,59
Toichi Suzuki,Japan,Lausanne-Sport,LB,23,66,53,59,64,56,55
Svensson,Spain,CA Osasuna,ST,21,66,66,57,66,41,63
Habib Sylla,Côte d'Ivoire,GD Chaves,RB,24,66,37,58,66,62,32
Eddy Sylvestre,France,Grenoble Foot 38,CM,24,66,62,66,70,59,61
Filip Szymczak,Poland,Lech Poznań,ST,21,66,63,55,67,21,65
Edvard Sandvik Tagseth,Norway,Rosenborg BK,LB,22,66,53,62,67,59,48
Tang Xin,China PR,Rongcheng FC,RWB,32,66,32,48,54,64,25
Dylan Tavares,Cape Verde Islands,SC Bastia,LWB,27,66,43,54,61,61,42
Duplexe Tchamba,Cameroon,Casa Pia AC,CB,25,66,35,45,51,65,32
Loum Tchaouna,France,Salernitana,RM,20,66,62,62,68,37,63
Allan Tchaptchet,France,Grenoble Foot 38,CB,21,66,33,42,38,67,24
Tonio Teklić,Croatia,Trabzonspor,CAM,24,66,60,62,70,34,57
Miro Tenho,Finland,HJK Helsinki,CB,28,66,23,49,46,66,18
Nigel Thomas,Holland,Viborg FF,LW,21,66,60,59,75,27,65
Stefán Teitur Thórdarson,Iceland,Silkeborg IF,CM,24,66,57,60,64,60,54
Angus Thurgate,Australia,Western United,CDM,23,66,56,63,65,59,61
Alex Timossi Andersson,Sweden,Brommapojkarna,RM,22,66,58,60,64,30,60
Simy,Nigeria,Salernitana,ST,31,66,69,45,56,28,69
Agustín Toledo,Argentina,Rosario Central,CDM,23,66,40,58,59,65,33
Grzegorz Tomasiewicz,Poland,Piast Gliwice,CDM,27,66,59,62,67,62,60
Silvio Torales,Paraguay,S. Ameliano,CM,32,66,57,64,66,64,48
Claudio Torrejón,United States,Cienciano,CDM,30,66,50,61,60,65,45
Saúl Torres,Bolivia,The Strongest,RB,33,66,29,55,56,62,28
Jairo Torres,Mexico,Chicago Fire FC,CM,23,66,66,63,72,52,65
Hussayn Touati,Algeria,Servette FC,LW,22,66,60,61,73,30,60
Omar Haktab Traoré,Germany,Heidenheim,RB,25,66,50,58,64,57,44
Borislav Tsonev,Bulgaria,Dalian Pro,CM,28,66,59,64,71,45,59
Blair Turgott,Jamaica,BK Häcken,ST,29,66,66,57,68,25,68
Oscar Uddenäs,Sweden,Excelsior,RM,21,66,60,58,67,26,62
Daniel Udoh,Nigeria,Shrewsbury,ST,27,66,64,52,63,39,66
Maximiliano Urruti,Argentina,Austin FC,ST,32,66,66,61,69,54,66
Edgaras Utkus,Lithuania,Cercle Brugge,CB,23,66,35,56,56,67,31
Kener Valencia,Colombia,Dep. Pereira,ST,22,66,63,59,69,24,69
Joaquín Valiente,Uruguay,Defensor,LW,22,66,61,64,63,47,62
Borja Valle,Spain,FC Rapid 1923,ST,31,66,68,64,67,45,67
Hugo Vallejo,Spain,SD Huesca,LM,23,66,65,62,73,36,70
Dario Van den Buijs,Belgium,RKC Waalwijk,CB,28,66,54,61,53,66,46
Jasper van der Werff,Switzerland,Hansa Rostock,CB,24,66,29,49,50,67,26
Alec Van Hoorenbeeck,Belgium,FC Twente,LB,24,66,29,52,56,65,21
Rajiv van La Parra,Holland,Almere City FC,LW,32,66,59,60,71,39,58
Yoëll van Nieff,Holland,Mumbai City FC,CDM,30,66,64,69,66,63,54
Éric Vandenabeele,France,Rodez AF,CB,31,66,38,43,44,66,39
Lisandro Semedo,Cape Verde Islands,Radomiak Radom,RM,27,66,62,59,68,30,62
Ricardinho,Portugal,FC Voluntari,RB,29,66,55,59,53,63,56
Víctor Vázquez,Spain,Toronto FC,CAM,36,66,64,74,68,44,62
Edison Vega,Ecuador,Aucas,CDM,33,66,51,65,63,64,43
Marcelo Lopes,Cape Verde Islands,FC Voluntari,RM,29,66,59,60,63,25,58
Josh Vela,England,Fleetwood Town,CM,29,66,60,64,64,62,58
Odysseus Velanas,Holland,PEC Zwolle,CAM,25,66,66,63,65,43,65
Diego Vera,Uruguay,Danubio,ST,38,66,67,60,64,35,66
Nikolas Veratschnig,Austria,Wolfsberger AC,RWB,20,66,52,59,65,61,48
Luca Verna,Italy,Catanzaro,CM,30,66,56,64,66,63,53
Frédéric Veseli,Albania,Karagümrük SK,CB,30,66,41,55,62,66,39
Viljar Helland Vevatne,Norway,Viking FK,CB,28,66,57,55,59,65,56
Luca Vido,Italy,Reggiana,ST,26,66,66,61,68,37,65
Gabriel Vidović,Croatia,Dinamo Zagreb,LM,19,66,63,59,74,22,67
Luís Machado,Portugal,Radomiak Radom,LM,30,66,61,60,63,30,57
Andrés Vilches,Chile,Ñublense,ST,31,66,65,52,63,21,66
Oscar Vilhelmsson,Sweden,SV Darmstadt 98,ST,20,66,63,44,65,29,70
Christophe Vincent,France,SC Bastia,CM,30,66,50,65,65,58,51
Kévin Vinetot,France,Südtirol,CB,35,66,40,45,40,67,35
Ștefan Vlădoiu,Romania,Univ. Craiova,RB,24,66,35,56,54,60,35
Ilija Vukotić,Montenegro,Boavista FC,CM,24,66,58,66,67,64,53
Ibrahima Wadji,Senegal,AS Saint-Étienne,ST,28,66,65,55,68,27,67
Robert Wagner,Germany,Fürth,CM,20,66,45,63,65,59,39
Lachlan Wales,Australia,Western United,RM,25,66,55,64,60,24,57
Wang Jinxian,China PR,Changchun Yatai,LM,27,66,51,59,66,48,54
Wang Shenchao,China PR,Shanghai Port,RB,34,66,33,54,57,62,27
Wang Tong,China PR,Shandong Taishan,RB,30,66,50,60,61,60,55
Conor Washington,Northern Ireland,Derby County,ST,31,66,66,58,64,34,66
Elliot Watt,Scotland,Salford City,CDM,23,66,53,65,63,59,47
Mateusz Wdowiak,Poland,Zagłębie Lubin,CF,27,66,58,61,66,42,55
Marcel Wędrychowski,Poland,Pogoń Szczecin,RM,21,66,54,62,68,37,60
Nelson Weiper,Germany,1. FSV Mainz 05,ST,18,66,65,46,67,25,71
Jensen Weir,England,Blackpool,CM,21,66,64,62,63,58,62
Morgan Whittaker,England,Plymouth Argyle,RM,22,66,65,58,68,38,67
Danilo Wiebe,Germany,Braunschweig,CB,29,66,44,60,52,66,30
Kamil Wilczek,Poland,Piast Gliwice,ST,35,66,67,62,63,38,67
Mallik Wilks,England,Sheffield Wed,ST,24,66,64,56,72,23,66
Paul Will,Germany,Dynamo Dresden,CDM,24,66,50,65,63,62,43
Derrick Williams,Republic of Ireland,D.C. United,CB,30,66,46,58,63,63,40
Josh Williams,United States,Columbus Crew,CB,35,66,46,58,55,65,39
Kane Wilson,England,Derby County,RWB,23,66,52,60,67,56,50
Bobby Wood,United States,New England,ST,30,66,67,57,65,27,66
Richard Wood,England,Doncaster,CB,38,66,35,46,37,66,35
Ben Woodburn,Wales,Preston,CAM,23,66,63,63,70,34,61
Lucas Woudenberg,Holland,Valenciennes FC,LB,29,66,38,58,57,62,35
Callum Wright,England,Plymouth Argyle,CM,23,66,61,64,65,57,61
Matthéo Xantippe,France,Grenoble Foot 38,LB,21,66,38,56,61,62,40
Pape Ndiaga Yade,Senegal,Quevilly Rouen,LM,23,66,68,59,71,44,66
Zeki Yavru,Turkey,Samsunspor,RB,32,66,60,61,64,62,51
Dru Yearwood,England,Red Bulls,CM,23,66,54,58,69,65,48
Yaw Yeboah,Ghana,Columbus Crew,LM,26,66,61,56,67,35,61
Emmanuel Yeboah,Ghana,Brøndby IF,RM,20,66,63,56,67,38,68
Yeon Je Woon,Korea Republic,Jeju United,CB,29,66,31,51,40,65,27
Aygün Yıldırım,Germany,Arminia Bielefeld,RM,28,66,63,56,70,23,63
Yin Hongbo,China PR,Meizhou Hakka,RM,33,66,59,66,66,53,60
Daisuke Yokota,Japan,Górnik Zabrze,RM,23,66,46,60,70,46,47
Isaiah Young,United States,Rot-Weiss Essen,LM,25,66,58,59,67,31,58
Nicolás Zalazar,Argentina,Ñublense,CB,26,66,36,37,30,66,29
Maximiliano Zalazar,Argentina,Platense,LM,22,66,62,59,71,31,67
Žan Zaletel,Slovenia,Viborg FF,CB,24,66,28,45,46,66,28
Edgar Zaracho,Paraguay,S. Ameliano,CM,33,66,54,68,61,51,52
Mattia Zennaro,Italy,Feralpisalò,CM,23,66,63,66,67,59,58
Zhong Yihao,China PR,Henan SSLM FC,LM,27,66,61,56,67,54,63
Leonard Zuta,North Macedonia,Brommapojkarna,LWB,31,66,49,60,60,61,45
Joël Zwarts,Holland,1860 München,ST,24,66,65,51,65,24,67
Matías Abaldo,Uruguay,Gimnasia,RW,19,65,61,63,68,25,64
Hakim Abdallah,Madagascar,FC Dinamo 1948,ST,25,65,63,56,62,29,64
Fabio Abiuso,Italy,Modena,ST,20,65,64,51,57,30,68
Mo Adams,England,Al Shabab,CDM,27,65,48,52,59,65,48
Jacob Adebanjo,Nigeria,Puerto Cabello,CB,30,65,52,57,58,62,45
Harrison Afful,Ghana,Charlotte FC,RB,37,65,57,65,68,61,47
Daniel Afriyie,Ghana,FC Zürich,LM,22,65,56,55,73,36,56
Adnan Aganović,Croatia,Sepsi OSK,CM,36,65,60,69,65,47,57
David Ajiboye,England,Peterborough,RM,25,65,56,55,65,38,57
Nasser Al Dawsari,Saudi Arabia,Al Hilal,LB,24,65,59,68,66,58,55
Mohammed Al Fatil,Saudi Arabia,Al Nassr,CB,31,65,30,49,36,65,29
Hamadi Al Ghaddioui,Germany,SC Freiburg II,ST,33,65,65,53,58,29,66
Khalid Al Ghannam,Saudi Arabia,Al Nassr,LM,22,65,54,54,78,29,56
Rami Al Hajj,Sweden,Odense BK,CAM,22,65,59,63,66,50,60
Saeed Al Rubaie,Saudi Arabia,Al Okhdood,CB,29,65,25,44,26,63,20
Ahmed Al Zain,Saudi Arabia,Damac FC,RW,32,65,58,59,70,41,57
Amir Al-Ammari,Iraq,Halmstads BK,CM,26,65,57,65,63,60,53
Mads Albæk,Denmark,Randers FC,CM,33,65,63,66,63,63,58
Raúl Albentosa,Spain,Vejle Boldklub,CB,35,65,46,49,32,63,46
Christian Alemán,Ecuador,Aucas,CAM,27,65,54,62,60,34,61
Migouel Alfarela,France,SC Bastia,ST,25,65,63,61,68,25,65
Kerim Alıcı,Turkey,Hatayspor,RB,26,65,49,59,63,63,50
Isnik Alimi,North Macedonia,Sepsi OSK,CM,29,65,51,65,62,62,44
Sandro Altunashvili,Georgia,Wolfsberger AC,CM,26,65,58,66,64,60,56
Sone Aluko,Nigeria,Ipswich,CAM,34,65,60,62,68,40,56
Rodrigo Amarilla,Paraguay,Guaraní,RM,23,65,56,58,68,35,60
Youssef Amyn,Germany,Braunschweig,LW,20,65,59,57,69,40,58
Hugo Ancajima,Peru,Universitario,RWB,25,65,49,53,64,61,58
Nilson Angulo,Ecuador,RSC Anderlecht,CAM,20,65,59,59,70,34,64
Marco Antonio Angulo,Ecuador,FC Cincinnati,CDM,21,65,51,63,67,60,55
Luis Annese,Venezuela,Metropolitanos,ST,30,65,69,55,65,27,72
Kent-Are Antonsen,Norway,Tromsø IL,CM,28,65,61,62,62,63,55
Alexis Antunes,Switzerland,Servette FC,CM,23,65,56,63,72,51,57
Julien Anziani,France,USL Dunkerque,CM,24,65,54,67,64,59,54
Aias Aosman,Syria,Pendikspor,CF,28,65,62,63,72,33,60
Arambarri,Spain,CD Leganés,CB,25,65,29,52,25,64,22
Jon Aramburu,Venezuela,Real Sociedad,RB,21,65,46,58,63,62,45
Arana,Spain,R. Racing Club,ST,23,65,67,54,64,33,68
Gabriel Aranda,Argentina,Banfield,CB,22,65,30,42,50,65,23
Vitó,Portugal,Estrela Amadora,CM,26,65,61,60,64,57,58
Musa Araz,Switzerland,FC Winterthur,CM,29,65,62,63,71,45,62
Juan Carlos Arce,Bolivia,Blooming,CAM,38,65,66,64,69,37,70
Teodoro Arce,Paraguay,Gral. Caballero,RM,23,65,64,61,67,26,67
Theo Archibald,Scotland,Leyton Orient,RM,25,65,60,59,64,54,59
Taïryk Arconte,France,Rodez AF,ST,19,65,66,59,71,28,65
Daniel Arzani,Australia,Melb. Victory,LM,24,65,59,58,74,34,57
Jasin Assehnoun,Finland,Vejle Boldklub,LM,24,65,60,60,70,35,57
Isaac Atanga,Ghana,Aalesunds FK,LM,23,65,60,54,66,28,64
Avilés,Spain,SD Amorebieta,RM,26,65,60,61,67,23,65
Oğuz Aydın,Turkey,Alanyaspor,LM,22,65,64,57,67,31,68
Jonah Ayunga,Kenya,St. Mirren,ST,26,65,63,55,64,37,63
Femi Azeez,England,Reading,RM,22,65,64,61,64,33,62
Pedrinho,Brazil,Shakhtar Donetsk,LB,21,65,26,50,48,61,24
Adriel Ba Loua,Côte d'Ivoire,Lech Poznań,RM,27,65,58,61,64,27,56
Youri Baas,Holland,N.E.C. Nijmegen,LB,20,65,34,56,64,61,33
Khouma Babacar,Senegal,F.C. København,ST,30,65,66,52,65,27,67
Kearyn Baccus,Australia,Macarthur FC,CDM,32,65,53,58,61,62,48
William Baeten,Belgium,FCU 1948,RM,26,65,63,62,62,52,62
Thibo Baeten,Belgium,Go Ahead Eagles,ST,21,65,65,42,59,21,67
Jean-Mattéo Bahoya,France,Angers SCO,CAM,18,65,62,58,72,38,66
Bak Jae Yong,Korea Republic,Jeonbuk Hyundai,ST,23,65,65,40,60,25,68
Marvin Bakalorz,Germany,MSV Duisburg,CDM,34,65,61,57,57,63,57
Zakaria Bakkali,Belgium,RKC Waalwijk,LM,27,65,65,62,72,19,63
Enrico Baldini,Italy,Cittadella,ST,26,65,66,57,70,28,68
Husein Balić,Austria,LASK,ST,27,65,62,59,67,30,63
Tiago Banega,Argentina,Unión,CM,24,65,60,65,69,48,57
Johan Bångsbo,Sweden,IFK Göteborg,CB,20,65,26,47,35,66,18
Sacha Banse,Burkina Faso,Valenciennes FC,CDM,22,65,51,61,65,62,46
Tom Barkhuizen,England,Derby County,LM,30,65,60,59,65,50,60
Orlando Barreto,Paraguay,Olimpia,CB,25,65,51,55,57,64,53
Connor Barron,Scotland,Aberdeen,CM,21,65,57,64,59,60,51
Cristian Barros,Uruguay,River Plate,RM,23,65,61,60,66,37,60
Jakub Bartkowski,Poland,Warta Poznań,RWB,31,65,45,59,55,61,50
Felix Bastians,Germany,Rot-Weiss Essen,LB,35,65,55,60,53,68,45
Romain Bayard,France,Stade-Lausanne,CM,29,65,61,63,68,55,61
Emin Bayram,Turkey,KVC Westerlo,CB,20,65,31,49,54,64,28
Tanner Beason,United States,SJ Earthquakes,CB,26,65,25,42,54,66,21
Omar Beckles,Grenada,Leyton Orient,CB,31,65,32,47,50,64,26
Steven Beitashour,Iran,Colorado Rapids,RB,36,65,51,66,66,62,45
Łukasz Bejger,Poland,Śląsk Wrocław,CB,21,65,31,51,56,65,25
Semi Belkahia,Germany,Arminia Bielefeld,CB,24,65,37,42,49,63,31
Yassin Ben Balla,France,SV Sandhausen,CDM,27,65,51,52,58,63,48
Ayman Ben Mohamed,Tunisia,En Avant Guingamp,LB,28,65,57,58,63,59,58
Alexandru Benga,Romania,UTA Arad,CB,34,65,35,43,33,65,31
Ángel Benítez,Paraguay,Defensa,CDM,27,65,32,57,41,62,26
Bryan Bentaberry,Uruguay,Bolívar,CB,26,65,42,57,60,63,32
Ron Berlinski,Germany,Rot-Weiss Essen,ST,29,65,64,56,64,32,67
Miguel Berry,Spain,Atlanta United,ST,26,65,62,48,70,27,65
Vicente Besuijen,Holland,Aberdeen,CAM,22,65,59,58,64,18,60
Davide Bettella,Italy,Monza,CB,23,65,35,47,48,67,28
Alessandro Bianco,Italy,Reggiana,CM,21,65,46,63,66,59,37
Ovidiu Bic,Romania,FC Univ. Cluj,CDM,29,65,55,60,58,60,55
Luis Bilbao,Spain,Athletic Club,LM,20,65,62,60,73,20,61
Kristian Bilovar,Ukraine,Dynamo Kyiv,CB,22,65,34,37,38,66,33
Daniel Bîrligea,Romania,CFR 1907 Cluj,ST,23,65,63,52,65,25,67
Alexander Bittroff,Germany,Jahn Regensburg,CB,35,65,45,59,60,63,34
Andreas Bjelland,Denmark,Lyngby BK,CB,35,65,44,58,51,65,36
Morten Bjørlo,Norway,HamKam Fotball,CM,28,65,58,65,62,61,57
Axel Björnström,Sweden,AIK,LB,28,65,45,58,60,60,47
Tyler Blackett,England,Rotherham Utd,CB,29,65,40,62,65,63,24
Nicolás Blandi,Argentina,San Lorenzo,ST,33,65,66,56,62,38,67
Ole Didrik Blomberg,Norway,SK Brann,RW,23,65,55,61,65,59,56
Emmanuel Boateng,Ghana,IF Elfsborg,CM,26,65,53,67,60,56,52
Damián Bobadilla,Paraguay,Cerro Porteño,CM,22,65,58,61,66,63,61
Matija Boben,Slovenia,CFR 1907 Cluj,CB,29,65,28,40,37,63,19
Radu Boboc,Romania,FC Voluntari,RB,24,65,51,61,59,62,52
Éric Bocat,France,STVV,LWB,24,65,51,60,65,60,48
Lukas Boeder,Germany,Saarbrücken,CB,26,65,31,53,52,64,23
Melayro Bogarde,Holland,TSG Hoffenheim,CB,21,65,30,53,64,66,25
Luka Bogdan,Croatia,Ascoli,CB,27,65,32,42,44,65,28
Agustín Bolivar,Argentina,Gimnasia,CDM,27,65,46,60,58,62,43
Luke Bolton,England,Salford City,RM,24,65,55,59,65,54,57
Elliot Bonds,Guyana,Cheltenham Town,CDM,23,65,50,58,60,62,45
Nicholas Bonfanti,Italy,Modena,ST,21,65,66,42,67,24,66
Facundo Bonifazi,Uruguay,Defensor,LB,28,65,39,49,53,63,38
Mihai Bordeianu,Romania,Politehnica Iași,CDM,31,65,54,60,56,61,48
Léo Borges,Brazil,Pogoń Szczecin,LB,22,65,45,62,59,59,41
Tobias Børkeeiet,Norway,Rosenborg BK,CDM,24,65,51,58,57,63,45
Dylan Borrero,Colombia,New England,LM,21,65,55,55,79,21,53
Frederik Børsting,Denmark,SK Brann,RW,28,65,60,60,64,61,61
Abdelrahman Boudah,Sweden,Hammarby IF,LW,24,65,60,60,65,41,66
Nassim Boujellab,Morocco,Arminia Bielefeld,CAM,24,65,59,61,72,50,61
Ibane Bowat,Scotland,TSV Hartberg,CB,21,65,30,44,56,62,26
Oliver Bozanic,Australia,Perth Glory,CAM,34,65,65,65,64,60,62
Jayden Braaf,Holland,Hellas Verona,CF,21,65,62,60,71,40,60
Bilal Brahimi,France,SM Caen,CM,23,65,61,66,70,47,63
Frederik Brandhof,Denmark,AGF,CM,27,65,60,64,67,63,61
Zachary Brault-Guillard,Canada,CF Montréal,RM,24,65,58,57,63,60,55
Marius Briceag,Romania,Korona Kielce,LB,31,65,51,55,51,62,46
Ethan Bristow,England,Minnesota United,LB,21,65,38,56,60,57,36
Lucas Brochero,Argentina,Arsenal,RM,24,65,64,57,70,31,62
Brandt Bronico,United States,Charlotte FC,CDM,28,65,59,58,66,61,57
Marcus Browne,England,Oxford United,LW,25,65,59,60,68,28,60
Lucas Buades,France,Rodez AF,RWB,25,65,56,57,63,58,58
Jesús Bueno,Venezuela,Philadelphia,CDM,24,65,50,62,59,64,48
Teal Bunbury,United States,Nashville SC,ST,33,65,65,59,64,41,64
Lars Bünning,Germany,Dynamo Dresden,CB,25,65,41,55,51,63,39
Tyler Burey,England,Odense BK,ST,22,65,63,55,67,38,63
Harrison Burrows,England,Peterborough,CAM,21,65,57,61,65,60,56
Marco Bustos,Canada,IFK Värnamo,CAM,27,65,64,63,66,26,65
Matt Butcher,England,Plymouth Argyle,CM,26,65,62,63,63,62,62
Calum Butcher,England,Motherwell,CB,32,65,57,56,60,63,54
Alessio Buttaro,Italy,Palermo,RB,21,65,46,55,57,62,43
Luis Cabral,Paraguay,Tacuary,CB,40,65,45,50,44,65,34
Kenji Cabrera,Peru,FBC Melgar,CM,20,65,57,62,72,51,63
Malcolm Cacutalua,Germany,1. FC Magdeburg,CB,28,65,41,47,44,66,40
Josh Campbell,Scotland,Hibernian,CM,23,65,60,62,65,60,60
Diego Campos,Costa Rica,Degerfors IF,LW,28,65,57,63,67,58,56
Cihan Çanak,Belgium,Standard Liège,CAM,18,65,58,63,72,39,57
Atakan Çankaya,Turkey,MKE Ankaragücü,CB,25,65,45,56,54,63,40
Christian Cappis,United States,Molde FK,CM,24,65,49,62,64,59,48
Pablo Cárdenas,Chile,Cobresal,RB,23,65,44,56,52,60,42
Adam Carlén,Sweden,IFK Göteborg,CDM,23,65,43,56,66,60,32
Jonas Carls,Germany,SV Waldhof,LB,26,65,56,57,65,57,55
José María Carrasco,Bolivia,The Strongest,CB,26,65,36,47,49,64,30
Giuseppe Carriero,Italy,Cittadella,CM,26,65,57,65,66,55,54
Martim Neto,Portugal,Gil Vicente,CM,20,65,61,61,69,51,57
Wanderson,Brazil,Pohang Steelers,LB,34,65,59,57,68,60,57
Aljaž Casar,Slovenia,Hallescher FC,CM,23,65,54,62,63,61,51
Luc Castaignos,Holland,1. FC Magdeburg,ST,31,65,64,60,68,32,63
Frank Castañeda,Colombia,Radomiak Radom,CAM,29,65,66,55,67,20,66
Rodrigo Castillo,Argentina,Gimnasia,ST,24,65,63,51,58,21,63
Santiago Castro,Argentina,Vélez Sarsfield,ST,19,65,65,47,63,34,66
Javi Castro,Spain,AD Alcorcón,CB,23,65,32,42,37,66,26
Cristian Cauz,Italy,Modena,LB,27,65,43,53,62,64,33
Sofyan Chader,France,FC Luzern,RM,23,65,61,58,74,22,63
Maikel Chang,Cuba,Real Salt Lake,RM,32,65,51,62,64,58,55
Pablo Chavarría,Argentina,Belgrano,ST,35,65,64,65,62,35,62
Yevgen Cheberko,Ukraine,Columbus Crew,CB,25,65,31,53,47,67,26
Michał Chrapek,Poland,Piast Gliwice,CAM,31,65,60,65,65,60,58
Carney Chukwuemeka,England,Chelsea,CM,19,65,59,64,72,50,66
Mateusz Cichocki,Poland,Radomiak Radom,CB,31,65,30,47,34,65,24
Andrei Ciobanu,Romania,Politehnica Iași,CAM,25,65,65,67,64,34,61
Denis Ciobotariu,Romania,Sepsi OSK,CB,25,65,24,46,40,64,23
Cătălin Cîrjan,Romania,FC Rapid 1923,CAM,20,65,59,65,67,51,57
Amadou Ciss,Senegal,Amiens SC,LW,24,65,59,60,64,51,59
Giorgio Cittadini,Italy,Monza,CB,21,65,28,39,33,68,22
Sean Clare,England,Wigan Athletic,RB,27,65,50,58,64,63,45
Mitch Clark,Wales,Port Vale,RWB,24,65,44,57,59,58,40
Denilho Cleonise,Holland,RKC Waalwijk,RM,21,65,59,61,69,34,60
Harry Clifton,Wales,Grimsby Town,RM,25,65,57,59,61,58,59
Josh Coburn,England,Middlesbrough,ST,20,65,64,47,59,22,65
Marco Collao,Chile,Audax Italiano,CM,25,65,59,67,67,39,59
Will Collar,England,Stockport,CM,26,65,62,61,63,60,63
Archie Collins,England,Peterborough,CM,24,65,57,62,64,61,55
