Name,Club,Position,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Dawid Szymonowicz,Warta Poznań,CB,68,36,54,51,67,33
Ryan Tafazolli,Wycombe,CB,68,28,42,41,68,18
Kyosuke Tagawa,Hearts,ST,68,67,60,67,31,68
Adam Taggart,Perth Glory,ST,68,67,60,64,38,67
Ravil Tagir,KVC Westerlo,CB,68,33,53,59,69,28
Mateo Tanlongo,F.C. København,CDM,68,59,63,68,67,60
Miguel Tapias,Minnesota United,CB,68,37,50,42,69,28
Oussama Targhalline,Havre AC,CM,68,61,67,70,62,56
Niklas Tauer,FC Schalke 04,CDM,68,46,57,66,68,43
Yohan Tavares,Stade Lavallois,CB,68,41,52,55,68,36
Casper Tengstedt,SL Benfica,ST,68,67,59,66,31,69
Tanner Tessmann,Venezia,CDM,68,52,66,66,64,48
Maximilian Thalhammer,VfL Osnabrück,CDM,68,46,59,61,64,35
Jamal Thiaré,Atlanta United,ST,68,65,56,66,22,66
Marco Thiede,Karlsruher SC,RB,68,48,65,64,64,48
Bobby Thomas,Coventry City,CB,68,32,49,49,67,28
Brandon Thomas-Asante,West Brom,ST,68,66,57,65,31,70
Timothy Tillman,LAFC,CM,68,56,65,75,45,59
Bastien Toma,FC St. Gallen,CM,68,63,66,72,63,62
Mirko Topić,FC Famalicão,CDM,68,48,60,57,68,40
Joaquín Torres,Philadelphia,CF,68,61,62,76,34,63
Abdoulaye Touré,Havre AC,CDM,68,56,59,58,69,41
Boubacar Traoré,Wolves,CDM,68,49,63,67,63,42
Bubacarr Trawally,Hammarby IF,LW,68,67,60,67,31,70
Anders Trondsen,IFK Göteborg,LB,68,66,67,65,64,60
Mohamed Buya Turay,Odense BK,LW,68,65,55,69,28,68
Hüseyin Türkmen,Trabzonspor,CB,68,36,47,53,67,25
Turrientes,Real Sociedad,CM,68,51,69,64,60,43
Gennaro Tutino,Cosenza,ST,68,67,68,71,37,64
Josh Tymon,Swansea City,LB,68,52,67,66,62,48
Maximilian Ullmann,Venezia,LWB,68,59,62,66,61,54
Luciano Ursino,The Strongest,CM,68,65,69,72,55,63
Necip Uysal,Beşiktaş,CB,68,56,61,62,68,55
Ramiro Vaca,Bolívar,CAM,68,67,67,75,26,66
Kyan Vaesen,KVC Westerlo,ST,68,68,59,62,32,72
Leonardo Valencia,Cobresal,CAM,68,66,67,67,29,64
Valera,Real Zaragoza,RM,68,65,62,73,26,75
Gustav Valsvik,Strømsgodset IF,CB,68,49,53,37,67,40
Luca Valzania,Cremonese,CM,68,60,64,68,61,56
Pelle van Amersfoort,sc Heerenveen,CAM,68,68,68,66,52,68
Kévin Van Den Kerkhof,FC Metz,RWB,68,65,62,70,63,64
Ignace Van der Brempt,Hamburger SV,RB,68,55,64,72,60,60
Hannes Van Der Bruggen,Cercle Brugge,CM,68,62,69,63,68,54
Lukas Van Eenoo,KVC Westerlo,CDM,68,66,69,65,63,62
Bram van Polen,PEC Zwolle,CB,68,48,60,63,68,47
Bart van Rooij,N.E.C. Nijmegen,RB,68,36,58,64,60,32
Oscar Vanegas,Millonarios,CB,68,34,47,38,68,32
Thibaut Vargas,Stade Lavallois,RB,68,35,56,61,63,28
Indiana Vassilev,St. Louis CITY SC,CDM,68,61,64,68,64,62
Bogdan Vătăjelu,FC Univ. Cluj,LB,68,61,65,64,62,54
Ignacio Vázquez,Platense,CB,68,29,40,39,69,24
Marko Vejinović,Heracles Almelo,CM,68,68,70,67,62,63
John Velásquez,Farense,CAM,68,66,62,68,43,64
Dylan Vente,Hibernian,ST,68,67,55,64,27,70
Elvio Vera,S. Ameliano,RM,68,59,59,71,29,66
Jesper Verlaat,1860 München,CB,68,26,47,49,67,21
Vincent Vermeij,Düsseldorf,ST,68,68,57,60,33,72
Arno Verschueren,Sparta Rotterdam,CM,68,57,62,63,68,55
Luca Vignali,Como,RM,68,59,63,66,62,58
Christian Vilches,Club Magallanes,CB,68,40,49,48,70,37
Yordi Vílchez,Alianza Lima,CB,68,25,50,23,68,18
Roberto Villamarín,Binacional,RB,68,52,60,65,65,55
Alan Virginius,LOSC Lille,RM,68,59,59,70,27,66
Zak Vyner,Bristol City,CB,68,35,56,60,68,29
Wang Shangyuan,Henan SSLM FC,CM,68,61,68,69,63,55
Django Warmerdam,Sparta Rotterdam,LB,68,59,64,69,63,50
Duncan Watmore,Millwall,ST,68,67,62,69,36,70
Erik Wekesser,1. FC Nürnberg,LB,68,63,63,66,62,66
Erick Wiemberg,Colo-Colo,LB,68,52,63,70,62,45
Willum Þór Willumsson,Go Ahead Eagles,CAM,68,63,70,74,53,62
Henry Wingo,Ferencvárosi TC,RB,68,54,59,62,63,48
Rafał Wolski,Radomiak Radom,CAM,68,66,69,70,32,65
Nathan Wood,Swansea City,CB,68,24,42,42,68,19
Ryan Woods,Bristol Rovers,CDM,68,49,68,66,64,43
Yang Hyeon Joon,Celtic,RW,68,65,60,73,35,65
Yang Liyu,Beijing Guoan,RM,68,64,61,59,43,64
Mohamed Youssouf,AC Ajaccio,RB,68,48,62,66,66,41
Frank Ysique,UCV,CM,68,57,61,67,58,62
Yuri,Jeju United,ST,68,68,55,62,34,73
Giovanni Zarfino,R. Sporting,CDM,68,65,60,63,64,65
Oskar Zawada,Well. Phoenix,ST,68,65,55,60,37,68
Mehdi Zeffane,Clermont Foot 63,RWB,68,61,64,62,64,55
Kevin Zenón,Unión,LM,68,63,65,71,52,58
Zhang Xizhe,Beijing Guoan,CM,68,62,69,67,48,59
Zheng Zheng,Shandong Taishan,CB,68,57,67,64,68,58
Zhu Chenjie,Shanghai Shenhua,CB,68,40,48,53,67,34
Hendrick Zuck,Kaiserslautern,LB,68,51,65,66,62,38
Dilan Zúñiga,Palestino,LB,68,45,59,66,62,34
Łukasz Zwoliński,Raków,ST,68,68,53,63,27,70
Shuto Abe,RWD Molenbeek,CDM,67,62,63,64,62,58
Dickson Abiama,Fürth,ST,67,66,43,69,23,68
Dawid Abramowicz,Radomiak Radom,LB,67,58,65,53,61,61
Lalas Abubakar,Colorado Rapids,CB,67,32,50,41,65,31
Asumah Abubakar,FC Luzern,ST,67,65,57,69,38,69
Giorgi Aburjania,Hatayspor,CM,67,62,67,69,63,64
Elias Achouri,F.C. København,LW,67,62,59,74,28,65
Ebou Adams,Cardiff City,CDM,67,58,59,60,63,59
Tonni Adamsen,Silkeborg IF,ST,67,66,54,65,29,70
Victor Adeboyejo,Bolton,ST,67,67,52,66,27,68
Bobby Adekanye,Go Ahead Eagles,RM,67,61,60,74,30,62
Kemal Ademi,FC Luzern,ST,67,66,45,58,29,70
Jordan Adéoti,Stade Lavallois,CM,67,56,64,61,65,55
Albert Adomah,QPR,RM,67,64,65,70,61,62
David Agrón,CS Emelec,CB,67,25,41,28,66,20
Brian Aguirre,Newell's,LW,67,61,61,73,32,61
Emanuel Aiwu,Birmingham City,CB,67,42,54,48,65,38
Abdullah Al Ammar,Al Ahli,LB,67,51,65,69,59,44
Abdulaziz Al Bishi,Damac FC,RW,67,58,62,72,28,58
Mohammed Al Kuwaykibi,Ettifaq FC,RM,67,63,63,67,27,61
Sumayhan Al Nabit,Al Ahli,LM,67,57,60,70,30,55
Madallah Al Olayan,Al Ittihad,RB,67,46,59,61,64,41
Abdulmajeed Al Sulayhim,Al Nassr,CM,67,60,67,72,58,61
Sofiane Alakouch,Paris FC,RB,67,43,62,62,62,38
Francisco Alarcón,Cobresal,CB,67,30,38,38,67,24
Alarcón,FC Barcelona,ST,67,67,58,68,19,71
Miiko Albornoz,Vejle Boldklub,LWB,67,49,63,66,62,38
Gonçalo Borges,FC Porto,RM,67,53,60,71,26,53
Tom Aldred,Brisbane Roar,CB,67,33,46,44,65,28
Ajibola Alese,Sunderland,LB,67,33,52,63,66,26
Matías Alfonso,River Plate,CM,67,60,61,57,66,55
Ezequiel Alfonso,Tacuary,RM,67,53,58,70,25,61
Baba Alhassan,FC Hermannstadt,CM,67,64,61,70,59,60
Fidan Aliti,Alanyaspor,CB,67,46,57,57,65,47
Jostin Alman,Delfín S.C.,ST,67,65,61,67,51,67
Osvaldo Alonso,Atlanta United,CDM,67,61,64,70,64,49
Javi Alonso,CD Tenerife,CDM,67,51,66,60,61,48
Jaime Alvarado,Indep. Medellín,CDM,67,52,61,68,63,50
Cristian Álvarez,O. Petrolero,CAM,67,57,67,68,52,55
Favio Álvarez,Colón,CAM,67,65,65,69,34,62
Kikas,Estrela Amadora,ST,67,67,53,65,22,68
Jun Amano,Jeonbuk Hyundai,CM,67,62,68,69,54,57
Etienne Amenyido,FC St. Pauli,ST,67,63,58,72,38,67
Jamal Amofa,Go Ahead Eagles,CB,67,34,49,67,65,29
Malte Amundsen,Columbus Crew,LB,67,47,60,68,62,39
Frederic Ananou,STVV,RWB,67,39,48,64,64,32
Jeppe Andersen,Sarpsborg 08,CM,67,61,64,65,61,57
Hugo Andersson,Randers FC,CB,67,29,46,43,66,22
Adam Andersson,Rosenborg BK,RB,67,45,60,62,61,38
Elias Andersson,Lech Poznań,LB,67,60,70,67,60,54
Martin Angha,Wehen Wiesbaden,CB,67,37,56,61,66,30
Álvaro Angulo,Atl. Nacional,LB,67,32,55,63,57,29
Larry Angulo,Dep. Pereira,CM,67,63,61,66,58,57
Peter Ankersen,F.C. København,RB,67,54,60,66,61,49
Janis Antiste,Reggiana,ST,67,67,51,66,20,69
Oliver Antman,FC Nordsjælland,CAM,67,64,61,68,38,65
Marcus Antonsson,WS Wanderers,ST,67,65,53,63,38,68
Pablo Aránguiz,Ñublense,CAM,67,63,66,70,36,62
Kelvin Arase,SV Waldhof,RM,67,59,58,70,31,63
Miguel Araujo,Portland Timbers,CB,67,36,49,52,66,30
Juan Arboleda,Deportes Tolima,RB,67,40,61,61,62,30
Jean-Pierre Archimbaud,FBC Melgar,CDM,67,44,59,59,66,37
Afeez Aremu,Kaiserslautern,CDM,67,55,56,62,68,53
Igor Armaș,FC Voluntari,CB,67,40,50,40,67,35
Yoël Armougom,Clermont Foot 63,LB,67,42,55,64,60,32
Daniel Armstrong,Kilmarnock,RM,67,61,64,70,50,60
Kervin Arriaga,Minnesota United,CDM,67,47,60,59,64,41
Carlos Arrua,Colón,CAM,67,68,63,75,62,70
Yamil Asad,D.C. United,LM,67,63,65,67,57,62
Samuel Asamoah,FCU 1948,CDM,67,57,66,67,63,49
Gonzalo Asís,Platense,RB,67,44,60,67,63,36
Joseph Attamah,Kayserispor,CDM,67,45,55,57,66,27
Julián Aude,LA Galaxy,LB,67,46,62,76,60,41
Rafał Augustyniak,Legia Warszawa,CB,67,48,60,57,66,45
Donis Avdijaj,TSV Hartberg,CAM,67,65,62,71,24,60
David Ayala,Portland Timbers,CDM,67,45,62,62,63,38
Mehmet Can Aydın,Trabzonspor,RB,67,57,63,74,60,56
Florian Ayé,AJ Auxerre,ST,67,65,54,66,30,66
Gustavo Sá,FC Famalicão,CM,67,65,69,69,65,64
Joseph Baffoe,Halmstads BK,CB,67,35,51,38,64,32
Ștefan Baiaram,Univ. Craiova,CAM,67,60,62,67,29,62
Ante Bajic,SK Rapid Wien,RM,67,64,63,64,50,65
Waleed Bakhashwain,Al Wehda,CDM,67,43,59,61,65,31
Mihai Bălașa,Sepsi OSK,CB,67,51,57,44,66,40
Daniel Silva,Vitória SC,CM,67,50,66,62,59,47
Mamady Bangré,Toulouse FC,RW,67,57,67,73,45,60
Péter Baráth,Ferencvárosi TC,CDM,67,52,59,60,67,55
Roony Bardghji,F.C. København,RW,67,63,60,72,26,63
Ahmed Barman,Al Ain FC,CDM,67,47,58,58,66,42
Anthony Baron,Servette FC,LB,67,38,61,63,64,30
Bautista Barros Schelotto,Gimnasia,RB,67,40,58,60,65,45
Matheus Aiás,Moreirense FC,ST,67,66,51,68,27,68
David Bates,KV Mechelen,CB,67,29,45,50,67,29
Antoine Batisse,Pau FC,CB,67,44,62,59,65,40
Malik Batmaz,Preußen Münster,ST,67,66,52,72,23,68
Marvin Baudry,Stade Lavallois,CB,67,26,49,35,68,20
Jonathan Bay,Instituto,LB,67,52,56,62,63,46
Thomas Beelen,Feyenoord,CB,67,44,63,68,66,37
Andrea Beghetto,Pisa,LB,67,49,63,61,60,41
Aziz Behich,Melbourne City,LB,67,60,61,65,61,58
Hanno Behrens,VfB Lübeck,CM,67,66,63,64,67,63
Efkan Bekiroğlu,MKE Ankaragücü,CM,67,62,67,71,46,61
Luca Belardinelli,Empoli,CDM,67,51,63,63,64,48
George Bello,LASK,LB,67,45,55,70,61,45
Giuseppe Bellusci,Ascoli,CB,67,49,59,59,68,40
Nicky Beloko,FC Luzern,CM,67,56,59,67,65,53
Carlos Beltrán,Cienciano,CB,67,40,52,52,67,42
Syam Ben Youssef,SM Caen,CB,67,43,51,50,67,38
Benaissa Benamar,FC Volendam,CB,67,29,50,46,65,21
Amine Benchaib,Farul Constanța,CAM,67,62,63,73,38,64
Leonardo Benedetti,Sampdoria,CM,67,53,66,69,58,52
Adrian Benedyczak,Parma,ST,67,64,50,61,32,69
Jorge Benítez,Colón,ST,67,65,57,66,24,69
Ryan Bennett,Cambridge Utd,CB,67,25,43,24,68,20
Nicolás Berardo,Club Magallanes,CB,67,46,63,53,64,43
Loïc Bessilé,Sp. Charleroi,CB,67,36,52,64,65,26
Jefté,CFR 1907 Cluj,ST,67,65,62,65,32,66
Vahan Bichakhchyan,Pogoń Szczecin,CAM,67,69,65,66,55,67
Soufiane Bidaoui,Frosinone,LW,67,64,61,73,30,68
Juan Bisanz,Banfield,RM,67,62,59,70,47,67
Martin Bjørnbak,Molde FK,CB,67,47,57,50,65,33
Corey Blackett-Taylor,Charlton Ath,LW,67,59,56,70,51,59
Jérémy Blasco,SD Huesca,CB,67,41,59,52,67,47
Anthony Blondell,Monagas SC,ST,67,68,52,63,30,70
Bror Blume,WSG Tirol,CM,67,60,65,65,61,61
Victor Bobsin,Daegu FC,CDM,67,51,63,63,65,49
Roberto Bochi,Instituto,CDM,67,45,63,57,62,35
Rodrigo Bogarín,Defensa,RM,67,61,63,73,22,66
Damjan Bohar,Zagłębie Lubin,LM,67,63,65,66,33,64
Rémy Boissier,USL Dunkerque,CM,67,65,67,63,63,63
Malcom Bokele,Bordeaux,RB,67,47,54,47,69,49
Nikola Boranijašević,FC Zürich,RM,67,56,62,67,64,58
Fabian Bordagaray,Belgrano,ST,67,70,62,73,38,70
Heriberto Tavares,Estoril Praia,RW,67,68,60,68,30,65
Alexandar Borkovic,SK Sturm Graz,CB,67,34,55,47,68,31
Chiki,AD Alcorcón,ST,67,65,59,70,33,66
Sebastian Borza,FC Rapid 1923,LB,67,61,65,64,60,58
Benjamin Bouchouari,AS Saint-Étienne,CM,67,54,67,70,52,53
Khalid Boutaïb,Pau FC,ST,67,68,60,65,36,68
Amine Boutrah,Vitesse,LM,67,64,62,72,29,66
William Boyle,Wrexham AFC,CB,67,29,44,48,66,25
Luke Brattan,Sydney FC,CDM,67,63,69,66,60,52
Iker Bravo,Real Madrid,ST,67,68,53,70,23,72
Nicolò Brighenti,Catanzaro,CB,67,40,51,47,67,34
Moritz Broschinski,VfL Bochum,ST,67,65,57,64,31,68
Jevani Brown,Bristol Rovers,ST,67,64,63,67,45,65
Thomas Bruns,Heracles Almelo,CM,67,60,68,62,58,54
Sergiy Buletsa,Zagłębie Lubin,CAM,67,57,61,67,38,63
Cameron Burgess,Ipswich,CB,67,37,48,45,66,38
Valentín Burgoa,Huracán,CAM,67,57,64,73,54,51
Cory Burke,Red Bulls,ST,67,65,40,64,34,66
Oriol Busquets,Arouca,CDM,67,43,64,60,64,36
Nathan Byrne,Charlotte FC,RB,67,50,62,67,61,48
Esnaider Cabezas,Independiente DV,CB,67,29,41,51,66,28
Jeronimo Cacciabue,Platense,CDM,67,56,64,66,65,56
Anthony Caceres,Sydney FC,CM,67,62,66,68,58,60
Nicky Cadden,Barnsley,LWB,67,60,63,63,54,58
Chris Cadden,Hibernian,RB,67,58,64,67,60,57
Beder Caicedo,Independiente DV,LWB,67,49,59,66,62,52
Edison Caicedo,Aucas,CDM,67,51,61,58,65,43
Maximiliano Caire,O. Petrolero,RB,67,53,59,66,64,48
Martín Calderón,Cádiz CF,CDM,67,61,68,56,64,57
Kerim Çalhanoğlu,Fürth,LB,67,51,65,67,59,45
Samba Camara,Sivasspor,CB,67,39,51,45,66,38
Ousmane Camara,Angers SCO,CB,67,47,57,56,65,43
Campuzano,R. Sporting,ST,67,66,59,67,19,66
Nicolas Capraro,Barracas Central,CB,67,33,49,53,67,29
João Carlos,Estoril Praia,ST,67,66,50,63,18,63
Fernando Cardozo,Olimpia,RM,67,63,59,67,26,51
Graham Carey,St. Johnstone,CM,67,69,69,68,60,64
Yago Cariello,Gangwon FC,ST,67,67,50,59,23,71
Bryan Carrasco,Palestino,RM,67,63,62,66,42,63
Jordan Carrillo,R. Sporting,LM,67,64,61,77,34,67
Josué Casimir,Havre AC,RW,67,66,58,69,23,68
Yohan Cassubie,Bordeaux,CDM,67,56,60,66,65,61
Gonzalo Castillo,The Strongest,CB,67,42,47,31,69,43
Jens Castrop,1. FC Nürnberg,CAM,67,49,64,68,56,51
Yoann Cathline,Almere City FC,LM,67,62,61,70,45,62
Emil Ceïde,Sassuolo,LW,67,56,57,74,33,59
Yuriel Celi,Universitario,CAM,67,65,62,70,51,68
Alessandro Celli,Ternana,LWB,67,46,57,64,63,48
Edwin Cerrillo,LA Galaxy,CDM,67,43,60,56,63,36
Yerson Chacón,Dep. Táchira,RW,67,61,61,70,27,62
Youssef Challouk,KV Kortrijk,CAM,67,61,65,75,25,63
Charilaos Charisis,Sivasspor,CM,67,62,68,70,64,52
Samir Chergui,Paris FC,CB,67,43,62,61,68,42
Julián Chicco,CD Leganés,CDM,67,50,61,58,66,44
Edward Chilufya,BK Häcken,RW,67,58,52,69,27,62
Jeyson Chura,The Strongest,LM,67,57,55,73,23,60
Sadık Çiftpınar,Kasımpaşa,CB,67,25,40,40,67,23
Sokol Çikalleshi,Konyaspor,ST,67,67,59,65,35,66
Ramazan Civelek,Kayserispor,RM,67,57,64,68,62,56
William Clem,F.C. København,CDM,67,48,62,60,63,42
Enrique Clemente,Racing de Ferrol,CB,67,32,52,44,67,29
Óscar Clemente,Levante UD,LM,67,55,67,61,40,60
Collado,Villarreal CF B,RM,67,68,62,67,34,71
Ebrima Colley,BSC Young Boys,RM,67,62,59,72,27,62
Callum Connolly,Blackpool,CDM,67,56,63,61,65,54
Jomaine Consbruch,Fürth,CAM,67,57,62,70,55,58
Andrew Considine,St. Johnstone,CB,67,31,56,61,67,25
Oliver Cooper,Swansea City,LW,67,59,64,70,58,60
Gabriele Corbo,CF Montréal,CB,67,38,49,49,66,33
Sebastián Corda,Instituto,LB,67,36,60,58,63,32
Niccolò Corrado,Ternana,LM,67,46,66,65,64,49
Marcel Correia,SV Elversberg,CB,67,38,61,58,66,38
Ismael Cortez,Rosario Central,RB,67,32,50,60,65,26
Gustavo Cortéz,Independiente DV,LWB,67,47,52,70,58,43
Marcel Costly,FC Ingolstadt 04,RWB,67,52,56,67,55,51
Ismaila Coulibaly,Sheffield Utd,CM,67,63,62,71,62,61
Mamadou Coulibaly,Palermo,CM,67,59,65,65,64,57
Hayden Coulson,Middlesbrough,LB,67,38,56,66,62,39
Conor Coventry,West Ham,CDM,67,53,67,65,64,47
Cade Cowell,SJ Earthquakes,LM,67,62,56,70,34,63
Lewie Coyle,Hull City,RB,67,48,61,63,62,44
Jonatan Cristaldo,O. Petrolero,ST,67,70,63,72,28,70
Christian Cruz,CS Emelec,LB,67,60,64,61,60,59
Lucas Cueto,Dynamo Dresden,LW,67,62,55,71,35,62
Liam Cullen,Swansea City,ST,67,67,58,67,31,71
Alan Czerwiński,Lech Poznań,RB,67,42,62,63,63,44
Chico,Bolívar,ST,67,69,49,64,30,72
Xande Silva,Atlanta United,LM,67,64,61,71,27,63
Marrony,FC Midtjylland,RW,67,66,53,73,43,65
Pedro Moreira,Arouca,CM,67,63,64,66,63,63
Christoph Daferner,1. FC Nürnberg,ST,67,67,48,65,29,71
Wessel Dammers,Randers FC,CB,67,56,53,57,67,48
Bradley Danger,Rodez AF,CB,67,49,61,65,65,50
Fabio Daprelà,FC Zürich,CB,67,57,62,61,65,55
Quentin Daubin,SM Caen,CDM,67,55,61,62,62,55
Éric Davis,D.C. United,LB,67,42,63,58,70,40
Justin de Haas,FC Famalicão,CB,67,31,42,36,68,27
Guillermo de los Santos,Defensor,CB,67,45,47,39,67,45
Manuel De Luca,Sampdoria,ST,67,69,52,61,34,71
Ronaldo Deaconu,Korona Kielce,CM,67,67,70,69,51,62
Harlee Dean,Reading,CB,67,33,45,48,67,25
Saulo Decarli,Braunschweig,CB,67,34,50,47,67,32
Liam Delap,Hull City,ST,67,67,55,66,29,69
Tom Dele-Bashiru,Watford,RM,67,64,61,66,61,60
Adil Demirbağ,Konyaspor,CB,67,31,44,40,68,24
Clément Depres,Rodez AF,ST,67,71,53,69,31,72
Kastriot Dermaku,Lecce,CB,67,38,47,35,67,32
Nicky Devlin,Aberdeen,RWB,67,50,57,61,61,50
Yan Dhanda,Ross County,CAM,67,61,66,71,42,60
Alessandro Di Pardo,Cagliari,RB,67,50,66,70,61,43
Francesco Di Tacchio,Ascoli,CM,67,50,59,59,62,34
Bambo Diaby,Sheffield Wed,CB,67,32,54,58,63,28
Salim Diakité,Ternana,CB,67,38,56,48,66,32
Oumar Diakité,Stade de Reims,ST,67,68,56,69,18,68
Djibril Diani,SM Caen,CDM,67,45,56,61,64,45
Lucas Diarte,Belgrano,LB,67,30,53,57,66,26
Vagner,FC Metz,ST,67,69,64,70,31,67
Greg Docherty,Hull City,CM,67,65,64,69,66,60
Alexis Doldán,Est. de Mérida,CB,67,31,50,35,67,27
Maciej Domański,Stal Mielec,LM,67,66,66,63,56,64
Benjamín Domínguez,Gimnasia,LM,67,61,61,76,37,61
Janoi Donacien,Ipswich,CB,67,36,51,59,66,28
Christos Donis,Radomiak Radom,CDM,67,63,66,65,60,61
Nene Dorgeles,RB Salzburg,ST,67,70,61,71,37,73
Pius Dorn,FC Luzern,RM,67,61,62,67,62,65
Tomás Händel,Vitória SC,CDM,67,54,64,70,63,51
Júnior Brumado,Hansa Rostock,ST,67,64,55,71,29,65
Andre Dozzell,QPR,CM,67,59,67,66,62,60
Denis Drăguș,Gaziantep,ST,67,65,53,74,19,69
Anderson Duarte,Defensor,LW,67,61,58,67,36,61
Chey Dunkley,Shrewsbury,CB,67,36,42,46,66,39
Patryk Dziczek,Piast Gliwice,CDM,67,47,60,63,64,43
Adam Dźwigała,FC St. Pauli,CB,67,44,53,47,64,34
Josh Earl,Fleetwood Town,CB,67,45,58,63,65,39
Santiago Echeverría,Guabirá,CB,67,23,41,38,69,21
Dennis Eckert Ayensa,R. Union St.-G.,ST,67,65,49,71,27,68
Rarmani Edmonds-Green,Huddersfield,CB,67,31,54,61,66,25
Oliver Valaker Edvardsen,Go Ahead Eagles,LM,67,61,58,66,46,66
Raheem Edwards,LA Galaxy,LB,67,54,62,72,60,54
Mike Eerdhuijzen,Sparta Rotterdam,CB,67,25,48,39,66,20
CJ Egan-Riley,Burnley,RB,67,32,56,59,66,28
Marvin Egho,Randers FC,ST,67,66,55,65,36,69
Mohamed El Arouch,OL,CAM,67,60,65,73,51,58
Idris El Mizouni,Leyton Orient,CDM,67,56,61,61,61,52
Redouan El Yaakoubi,Excelsior,CB,67,55,56,49,65,46
Callum Elder,Derby County,LWB,67,43,61,62,63,36
Juergen Elitim,Legia Warszawa,CM,67,62,67,68,50,64
Renaud Emond,Standard Liège,ST,67,69,56,59,30,69
Yannik Engelhardt,Düsseldorf,CDM,67,46,63,62,63,40
Niall Ennis,Blackburn Rovers,ST,67,65,53,66,40,68
Kristian Eriksen,Molde FK,CAM,67,64,62,65,42,66
Ataru Esaka,Ulsan Hyundai,CAM,67,65,66,66,51,65
Mustafa Eskihellaç,Gaziantep,RM,67,57,60,70,52,59
Runar Espejord,FK Bodø/Glimt,ST,67,64,51,58,30,66
Edu Espiau,Burgos CF,ST,67,66,55,62,25,66
Roger Espinoza,Sporting KC,CM,67,67,66,68,66,62
George Evans,Wrexham AFC,CDM,67,61,64,59,66,59
Mourtada Fall,Odisha FC,CB,67,36,49,40,65,27
Marco Farfan,FC Dallas,LB,67,38,52,66,64,35
Yassin Fekir,Real Betis,LM,67,66,62,74,30,70
Robin Fellhauer,SV Elversberg,RB,67,43,62,64,60,42
Shane Ferguson,Rotherham Utd,LWB,67,56,63,63,61,57
Hugo Fernández,Olimpia,LM,67,59,63,70,43,65
Paulo Ricardo,Al Hazem,CB,67,41,53,49,69,31
Lucas Ferreira,Danubio,CB,67,50,56,53,66,50
Andrés Ferro,Central Córdoba,CB,67,38,55,58,67,31
Arquímedes Figuera,Blooming,CDM,67,46,62,58,68,36
Karol Fila,Strasbourg,RWB,67,50,58,70,62,52
Mathias Fixelles,KVC Westerlo,CDM,67,65,67,63,63,62
Jón Guðni Fjóluson,Hammarby IF,CB,67,50,58,48,65,41
Ashley Fletcher,Sheffield Wed,ST,67,65,44,65,28,65
Agustín Fontana,Sarmiento,ST,67,64,57,70,32,65
Alessandro Fontanarosa,Cosenza,CB,67,58,61,63,67,59
Tyrese Fornah,Derby County,CM,67,59,63,71,63,55
Chris Forrester,St. Pats,CM,67,62,65,67,60,59
Amankwah Forson,RB Salzburg,RM,67,53,62,75,54,52
Iván Franco,Houston Dynamo,RM,67,65,59,70,36,65
Franquesa,CD Leganés,LB,67,52,59,66,61,57
Gonzalo Freitas,Defensor,CDM,67,53,59,55,66,46
Martin Frese,FC Nordsjælland,LB,67,61,62,68,61,58
Per Frick,IF Elfsborg,ST,67,65,58,55,36,68
Mads Frøkjær-Jensen,Preston,CAM,67,56,65,69,50,56
Aldair Fuentes,UCV,CDM,67,45,54,50,65,45
Michael Fuentes Vadulli,Audax Italiano,LW,67,60,58,70,30,64
Aidi Fulangxisi,Shanghai Shenhua,LB,67,36,57,58,63,38
Matías Galarza,KRC Genk,CDM,67,54,67,68,61,52
Nahuel Gallardo,Sarmiento,LB,67,41,63,67,63,35
Esli García,Dep. Táchira,LW,67,61,64,70,35,63
Bryan García,Independiente DV,CAM,67,56,65,75,50,60
Pablo García,River Plate,RM,67,61,62,78,27,60
Espen Bjørnsen Garnås,Lillestrøm SK,CB,67,33,48,42,65,29
Luis Garro,Cienciano,RB,67,57,58,60,65,58
Ben Garuccio,Western United,LB,67,52,62,65,61,46
Pep Gayà,SD Amorebieta,CB,67,32,50,45,67,30
Garland Gbellé,Quevilly Rouen,CM,67,53,63,68,62,51
Yann Gboho,Cercle Brugge,CF,67,61,63,75,35,61
Christian Gebauer,SCR Altach,RM,67,62,58,65,52,64
Andreas Geipl,Jahn Regensburg,CDM,67,53,59,57,68,44
Francisco Gerometta,Unión,RWB,67,49,54,62,60,47
Krystian Getinger,Stal Mielec,LWB,67,61,62,61,61,58
Virgil Ghiță,Cracovia,CB,67,44,48,42,67,43
Liam Gibbs,Norwich,CM,67,55,64,68,63,54
Armin Gigović,FC Midtjylland,CM,67,55,65,69,57,55
Brayan Gil,Deportes Tolima,ST,67,67,45,65,19,74
Kosmas Gkezos,Austria Klagenfurt,CB,67,46,54,48,66,39
Dave Gnaase,VfL Osnabrück,CDM,67,53,61,66,62,47
Marcos Gómez,Olimpia,CM,67,55,59,64,61,48
Paulo Bernardo,Celtic,CM,67,63,64,72,53,59
Wilmar González,Puerto Cabello,RM,67,63,64,71,47,62
Ramiro González,Colo-Colo,CB,67,37,45,42,66,34
Leonel González,Argentinos Jrs.,CB,67,43,56,62,65,37
Óscar González,Monagas SC,LB,67,57,55,61,64,55
Cristo González,Arouca,ST,67,67,63,69,36,68
Charlie Goode,Brentford,CB,67,32,49,54,66,30
